-3.045380, 2.030304, 16.252197;
-2.933502, 1.385223, 17.216248;
-1.871857, 1.630402, 15.142944;
-0.931610, 2.487335, 12.217468;
-1.426727, 3.230011, 10.694031;
-3.340546, 4.160736, 10.465515;
-4.816376, 3.589447, 11.789001;
-2.488373, 2.908661, 12.648315;
-1.421967, 2.427826, 9.734741;
-3.533356, 2.692047, 9.825195;
-2.357452, 3.446625, 8.078003;
-1.519562, 3.629913, 3.890930;
-0.567413, 3.130035, 2.293701;
0.070526, 2.213593, 3.193481;
0.403778, 1.801788, 3.869507;
0.065765, 1.611359, 5.162048;
-0.957794, 1.366180, 6.623596;
-2.433624, 1.349518, 7.306763;
-2.716888, 1.170990, 7.147278;
-2.064667, 1.544708, 7.737610;
-2.247955, 2.149323, 7.351990;
-3.604767, 2.687286, 7.647156;
-3.871368, 2.896759, 7.806641;
-4.725922, 3.518036, 9.496704;
-4.502167, 4.384491, 11.888977;
-4.587860, 6.038849, 6.207031;
-2.881134, 4.056000, 6.178467;
-5.328156, 1.951752, 11.546204;
-4.173676, 3.396637, 10.729736;
-5.537628, 9.192841, 8.063721;
-5.030609, 5.324738, 14.157471;
-4.097504, 3.837006, 12.007996;
-4.556915, 3.682281, 8.404114;
-4.837799, 4.353546, 6.014221;
-5.185333, 5.515167, 4.647888;
-3.978485, 3.839386, 9.682373;
-4.980621, 3.672760, 6.754517;
-1.862335, 5.274750, 3.914734;
-0.964935, 6.210236, 1.108276;
-2.526459, 3.729889, 5.576233;
-0.881622, 4.136932, 5.978516;
-1.786163, 2.339752, 6.064209;
-2.900177, 0.666351, 6.985413;
-5.006805, 1.582794, 7.923279;
-1.824249, 1.601837, 5.804749;
-1.217255, 4.836761, 5.492920;
-3.400055, 3.846527, 6.666443;
-3.064423, 3.325226, 9.170593;
-1.136322, 3.558502, 10.413147;
-1.928986, 4.098846, 8.335083;
-3.785675, 4.322601, 9.080139;
-3.997528, 3.744171, 12.705444;
-3.038239, 2.356415, 14.243164;
-1.269623, 2.054108, 15.992737;
-2.309845, 2.384979, 15.395264;
-2.133698, 2.449249, 11.565247;
-1.571930, 2.746796, 8.489807;
-0.974457, 2.941986, 7.632874;
-1.293427, 3.146698, 8.801636;
-3.347687, 2.115997, 8.799255;
-3.835663, 1.716095, 8.632629;
-3.081085, 1.770844, 5.692871;
-0.962555, 1.951752, 4.040894;
-1.138702, 1.087677, 3.945679;
1.125031, 1.632782, 4.926392;
3.236420, 1.463776, 9.018250;
