10.127594, -7.795868, 3.331543, 0, ;
10.203766, -7.160309, 2.941162, 0, ;
8.527985, -7.069855, 2.243713, 0, ;
7.071198, -7.503082, 0.917847, 0, ;
6.564178, -7.645905, 0.025208, 0, ;
7.378265, -7.624481, -0.117615, 0, ;
7.487762, -7.503082, -0.010498, 0, ;
7.428253, -7.119843, -0.565125, 0, ;
6.973602, -6.741364, -1.126892, 0, ;
6.335663, -6.869904, -1.660095, 0, ;
5.861969, -7.303131, -1.231628, 0, ;
6.228546, -7.269806, -1.403015, 0, ;
6.161896, -7.022247, -1.667236, 0, ;
6.323761, -7.096039, -1.717224, 0, ;
6.204742, -7.572113, -1.486328, 0, ;
5.414459, -8.410004, -1.776733, 0, ;
4.974091, -8.569489, -1.360168, 0, ;
5.014557, -8.414764, -0.903137, 0, ;
5.652496, -8.183868, -0.527039, 0, ;
6.226166, -7.860138, -0.269958, 0, ;
6.085724, -7.891083, -0.455627, 0, ;
5.402557, -8.555206, -1.148315, 0, ;
4.764618, -8.936066, -1.514893, 0, ;
4.883636, -8.229095, -1.395874, 0, ;
5.293060, -7.626862, -1.195923, 0, ;
5.504913, -7.600677, -1.117371, 0, ;
5.143097, -8.057709, -1.200684, 0, ;
4.590851, -8.445709, -1.419678, 0, ;
4.079071, -8.419525, -1.741028, 0, ;
4.305206, -8.183868, -1.472046, 0, ;
4.809845, -7.822052, -1.303040, 0, ;
5.166901, -7.598297, -1.095947, 0, ;
5.031219, -7.781586, -1.186401, 0, ;
4.678925, -8.076752, -1.145935, 0, ;
4.883636, -7.829193, -1.026917, 0, ;
5.304962, -7.600677, -1.024536, 0, ;
5.538239, -7.612579, -1.024536, 0, ;
5.547760, -7.538788, -1.134033, 0, ;
5.688202, -7.384064, -1.022156, 0, ;
5.685822, -7.369781, -0.976929, 0, ;
5.950043, -7.434052, -0.853149, 0, ;
6.238068, -7.324554, -0.691284, 0, ;
6.180939, -7.286469, -0.800781, 0, ;
6.097626, -7.331696, -1.000732, 0, ;
6.171417, -7.407867, -1.107849, 0, ;
6.211884, -7.243622, -1.024536, 0, ;
6.247589, -7.036530, -1.010254, 0, ;
6.214264, -7.115082, -0.960266, 0, ;
6.071442, -7.329315, -0.857910, 0, ;
5.980988, -7.448334, -0.984070, 0, ;
6.007172, -7.357880, -0.929321, 0, ;
6.130951, -7.357880, -0.924561, 0, ;
6.128571, -7.334076, -0.857910, 0, ;
6.361847, -7.176971, -0.979309, 0, ;
6.195221, -7.138885, -1.193542, 0, ;
6.216644, -7.293610, -1.134033, 0, ;
6.245209, -7.210297, -1.079285, 0, ;
6.445160, -6.998444, -1.176880, 0, ;
6.514191, -7.098419, -0.953125, 0, ;
6.521332, -7.293610, -0.929321, 0, ;
6.273773, -7.343597, -0.998352, 0, ;
6.321381, -7.288849, -0.943604, 0, ;
6.442780, -7.129364, -0.898376, 0, ;
6.323761, -7.255524, -0.810303, 0, ;
6.349945, -7.246002, -0.922180, 0, ;
6.357086, -7.136505, -0.862671, 0, ;
6.159515, -7.248383, -0.874573, 0, ;
5.719147, -7.443573, -0.781738, 0, ;
5.671539, -7.479279, -0.684143, 0, ;
5.811981, -7.534027, -0.669861, 0, ;
5.992889, -7.376923, -0.538940, 0, ;
6.114288, -7.212677, -0.531799, 0, ;
5.971466, -7.165070, -0.548462, 0, ;
5.721527, -7.162689, -0.484192, 0, ;
5.969086, -7.117462, -0.212830, 0, ;
6.076202, -7.317413, 0.010925, 0, ;
5.664398, -7.548309, -0.215210, 0, ;
5.138336, -7.717316, -0.050964, 0, ;
5.178802, -7.679230, 0.282288, 0, ;
5.331146, -7.519745, 0.601257, 0, ;
5.709625, -7.686371, 0.577454, 0, ;
5.695343, -7.305511, 0.306091, 0, ;
5.585846, -7.226959, -0.027161, 0, ;
5.831024, -7.160309, 0.029968, 0, ;
6.035736, -7.076996, 0.284668, 0, ;
6.176178, -7.031769, 0.636963, 0, ;
6.245209, -7.217438, 1.020203, 0, ;
5.961945, -7.305511, 1.327271, 0, ;
5.547760, -7.457855, 1.522461, 0, ;
5.409698, -7.629242, 1.503418, 0, ;
5.412079, -7.717316, 1.567688, 0, ;
5.423981, -7.762543, 1.591492, 0, ;
5.478729, -7.629242, 1.208252, 0, ;
5.457306, -7.460236, 1.155884, 0, ;
5.428741, -7.850616, 1.455811, 0, ;
5.352570, -7.926788, 1.536743, 0, ;
5.345428, -7.822052, 1.139221, 0, ;
4.950287, -8.110077, 1.382019, 0, ;
4.231415, -8.543304, 1.408203, 0, ;
4.281403, -8.609955, 1.415344, 0, ;
4.262360, -8.462372, 1.241577, 0, ;
3.798187, -8.702789, 1.372498, 0, ;
3.719635, -8.681366, 1.060669, 0, ;
3.569672, -8.636139, 1.024963, 0, ;
3.648224, -8.702789, 0.855957, 0, ;
3.998138, -8.286224, 0.701233, 0, ;
4.045746, -8.286224, 0.563171, 0, ;
3.336395, -8.719452, 0.536987, 0, ;
3.607758, -8.852753, 1.146362, 0, ;
3.355438, -8.905121, 1.584351, 0, ;
3.110260, -9.038422, 1.708130, 0, ;
3.226898, -8.857513, 1.448669, 0, ;
3.384003, -8.517120, 1.467712, 0, ;
3.481598, -8.481415, 1.210632, 0, ;
3.317352, -8.495697, 1.041626, 0, ;
3.150726, -8.645660, 1.093994, 0, ;
3.115021, -8.557587, 0.994019, 0, ;
2.946014, -8.519501, 0.946411, 0, ;
2.791290, -8.733734, 1.082092, 0, ;
2.755585, -8.786102, 1.155884, 0, ;
2.277130, -9.114594, 1.396301, 0, ;
2.258087, -9.409760, 1.620056, 0, ;
2.074799, -9.414520, 1.755737, 0, ;
2.212860, -9.224091, 1.370117, 0, ;
2.593719, -8.833710, 1.303467, 0, ;
2.603241, -8.850372, 1.091614, 0, ;
2.500885, -8.890839, 0.920227, 0, ;
2.358063, -9.050323, 0.979736, 0, ;
2.319977, -9.095551, 1.222534, 0, ;
