-1.599945, 3.848511, 6.707504;
-1.031586, 4.803436, 8.530273;
-0.807831, 4.927216, 8.394592;
0.232391, 4.053619, 7.985168;
0.334747, 3.339508, 7.087769;
0.808441, 3.315704, 7.204407;
1.165497, 3.841766, 7.949463;
1.301178, 3.341888, 6.540283;
0.927460, 3.399017, 5.968994;
0.582306, 4.284515, 7.259155;
0.103851, 4.498749, 7.756653;
-0.819733, 4.741547, 7.413879;
-0.933990, 5.834137, 7.751892;
1.374969, 5.427094, 6.204651;
0.227631, 6.645844, 8.042297;
0.213348, 5.641327, 6.814026;
1.513031, 4.832001, 8.208923;
2.946014, 5.715118, 8.875427;
2.153351, 5.834137, 7.866150;
3.174530, 7.005280, 8.173218;
3.810089, 6.276886, 6.764038;
5.781036, 5.574677, 7.168701;
7.064056, 3.358551, 5.321533;
3.291168, 4.503510, 7.611450;
5.428741, 3.230011, 11.422424;
6.130951, 4.205963, 12.679260;
3.602997, 3.751312, 12.434082;
4.974091, 3.370453, 13.157715;
5.940521, 2.189789, 11.615234;
5.900055, 0.642548, 9.287231;
2.062897, 2.204071, 6.992554;
-3.178680, 1.866058, 5.390564;
5.304962, 3.558502, 8.546936;
4.048126, 3.356171, 7.511475;
2.110504, 2.941986, 7.371033;
4.809845, 1.525665, 6.987793;
2.246185, 3.191925, 7.478149;
3.376862, 3.984589, 8.275574;
2.305695, 2.611115, 7.025879;
2.181915, 2.487335, 5.435791;
2.519928, 3.518036, 6.980652;
3.488739, 5.305695, 7.937561;
3.793427, 4.463043, 7.570984;
3.500641, 4.163116, 6.999695;
2.562775, 3.332367, 6.583130;
2.717499, 3.522797, 6.833069;
3.619659, 3.870331, 7.128235;
4.281403, 6.326874, 8.285095;
3.726776, 4.563019, 7.885193;
2.258087, 4.427338, 7.244873;
4.300446, 4.015533, 6.764038;
2.722260, 5.079559, 7.942322;
3.902924, 5.657990, 9.534790;
3.384003, 4.786774, 9.296753;
3.576813, 4.736786, 8.920654;
3.055511, 4.165497, 8.720703;
3.253082, 3.760834, 10.310791;
4.569427, 3.751312, 13.402893;
4.809845, 3.701324, 13.802795;
3.381622, 3.032440, 12.393616;
2.429474, 2.634918, 9.537170;
-0.103241, 2.968170, 8.204163;
