-0.277008, 0.123627, 9.318176;
-0.257965, 0.092682, 9.380066;
-0.305573, 0.049835, 9.691895;
-0.298431, 0.076019, 9.708557;
-0.257965, 0.097443, 9.558594;
-0.272247, 0.052216, 9.632385;
-0.262726, 0.087921, 9.451477;
-0.241302, 0.066498, 9.618103;
-0.277008, 0.090302, 9.513367;
-0.224640, 0.078400, 9.506226;
-0.272247, 0.092682, 9.582397;
-0.265106, 0.121246, 9.475281;
-0.250824, 0.095062, 9.580017;
-0.291290, 0.114105, 9.501465;
-0.238922, 0.076019, 9.520508;
-0.281769, 0.106964, 9.518127;
-0.260345, 0.102203, 9.527649;
-0.255585, 0.059357, 9.682373;
-0.262726, 0.090302, 9.441956;
-0.210358, 0.135529, 9.622864;
-0.248444, -0.019196, 9.484802;
-0.238922, 0.052216, 9.634766;
-0.255585, 0.166473, 9.430054;
-0.307953, 0.064117, 9.532410;
-0.279388, -0.026337, 9.525269;
-0.246063, 0.037933, 9.401489;
-0.255585, 0.142670, 9.610962;
-0.293671, 0.164093, 9.541931;
-0.319855, 0.071259, 9.625244;
-0.262726, 0.097443, 9.472900;
-0.248444, 0.054596, 9.484802;
-0.291290, 0.104584, 9.518127;
-0.307953, 0.130768, 9.634766;
-0.260345, 0.126007, 9.691895;
-0.257965, 0.035553, 9.475281;
-0.250824, 0.111725, 9.549072;
-0.296051, 0.154572, 9.653809;
-0.334137, 0.095062, 9.520508;
-0.250824, 0.078400, 9.577637;
-0.286530, 0.133148, 9.484802;
-0.257965, 0.149811, 9.560974;
-0.293671, 0.059357, 9.515747;
-0.265106, 0.037933, 9.472900;
-0.265106, 0.049835, 9.637146;
-0.281769, 0.175995, 9.525269;
-0.277008, 0.135529, 9.549072;
-0.274628, 0.037933, 9.687134;
-0.191315, 0.102203, 9.515747;
-0.281769, 0.095062, 9.553833;
-0.281769, 0.121246, 9.501465;
-0.250824, 0.078400, 9.613342;
-0.257965, 0.061737, 9.630005;
-0.265106, 0.099823, 9.596680;
-0.331757, 0.133148, 9.539551;
-0.307953, 0.102203, 9.589539;
-0.260345, 0.045074, 9.551453;
-0.255585, 0.078400, 9.560974;
-0.224640, 0.099823, 9.518127;
-0.281769, 0.087921, 9.518127;
-0.229401, 0.095062, 9.627625;
-0.300812, 0.087921, 9.541931;
-0.322235, 0.056976, 9.506226;
-0.257965, 0.066498, 9.515747;
-0.267487, 0.099823, 9.530029;
-0.296051, 0.092682, 9.480042;
-0.241302, 0.066498, 9.527649;
-0.279388, 0.071259, 9.480042;
-0.272247, 0.042694, 9.534790;
