-0.384125, 0.035553, 9.456238;
-0.864960, -0.123932, 9.682373;
-0.753082, 0.073639, 10.458374;
1.167877, 0.678253, 10.113220;
-0.422211, -2.961334, 9.399109;
-3.666656, -1.925873, 10.620239;
-1.321991, 0.121246, 9.549072;
0.587067, 1.325714, 11.417664;
-1.067291, 0.159332, 15.092957;
-2.464569, -1.159393, 12.774475;
-3.754730, -2.535248, 13.562378;
-2.678802, -0.547638, 10.822571;
-3.261993, 0.654449, 10.615479;
-3.557159, 2.720612, 9.315796;
-6.996796, -3.304108, 9.387207;
-4.242706, 1.382843, 5.885681;
-2.662140, 2.368317, 6.335571;
-1.324371, 2.075531, 5.171570;
-1.448151, 6.626801, 4.117065;
-4.973480, 2.996735, 6.595032;
3.752960, 3.529938, 9.503845;
10.986908, 4.746307, 11.124878;
-4.099884, 7.593231, 0.489380;
1.739166, 5.610382, 8.903992;
3.095978, 3.368073, 11.410522;
2.915070, 3.810822, 10.103699;
3.317352, 5.343781, 12.429321;
6.021454, 4.534454, 8.287476;
1.698700, 4.701080, 7.661438;
-3.219147, 4.553497, 16.330750;
3.303070, 3.803680, 6.756897;
6.514191, 3.627533, 9.244385;
3.126923, 3.946503, 10.586914;
2.127167, 4.186920, 7.604309;
-4.771149, 4.951019, 4.297974;
-10.362640, -0.949921, 4.752625;
-2.181305, 9.304718, 7.473389;
-4.173676, 6.205475, 10.765442;
-2.538361, 4.672516, 8.984924;
-2.638336, 4.560638, 6.197510;
-4.356964, 4.770111, 7.054443;
-3.809479, 4.508270, 8.630249;
-3.433380, 5.955536, 11.950867;
-1.490997, 5.562775, 8.856384;
1.129791, 7.279022, 5.647644;
-1.443390, 6.510162, 3.917114;
-2.224152, 6.995758, 5.404846;
-0.860199, 5.391388, 10.336975;
1.948639, 4.727264, 8.646912;
-1.217255, 6.688690, 6.697388;
-0.834015, 6.783905, 6.197510;
-0.455536, 6.126923, 7.221069;
0.356171, 6.360199, 8.585022;
-0.705475, 6.572052, 5.621460;
-1.621918, 7.026703, 5.047791;
-2.212250, 7.076691, 6.568848;
-0.307953, 6.488739, 6.780701;
0.032440, 6.212616, 8.187500;
-0.684052, 6.098358, 8.725464;
-2.340790, 7.921722, -0.810303;
-2.469330, 6.955292, 5.461975;
-2.012299, 7.307587, 9.044434;
-2.171783, 6.200714, 8.049438;
-2.195587, 6.407806, 5.940430;
-0.972076, 7.067169, 3.193481;
-0.548370, 6.917206, 6.954468;
-0.910187, 6.557770, 10.948730;
-0.843536, 6.026947, 11.331970;
-0.365082, 6.255463, 10.570251;
-1.538605, 6.336395, 7.716187;
-2.683563, 8.776276, -3.150208;
-2.893036, 6.474457, 5.212036;
-2.983490, 6.372101, 9.768066;
-2.795441, 6.898163, 6.180847;
-1.355316, 6.871979, 3.438660;
-2.528839, 7.098114, 4.519348;
-0.543610, 6.931488, 8.820679;
-0.155609, 6.788666, 11.317688;
-0.329376, 5.741302, 9.411011;
-1.341034, 6.010284, 9.268188;
-0.519806, 5.974579, 7.504333;
-1.107758, 6.160248, 6.633118;
-1.317230, 7.012421, 5.214417;
-2.224152, 7.140961, 5.616699;
-2.247955, 7.362335, 6.944946;
-2.212250, 6.119781, 8.013733;
-1.555267, 6.293549, 7.173462;
-0.831635, 6.512543, 6.718811;
-0.848297, 6.772003, 5.362000;
-1.729034, 7.083832, 6.387939;
-2.026581, 7.386139, 6.711670;
-1.845673, 7.333771, 6.187988;
-1.371979, 7.138580, 7.078247;
1.727264, 5.867462, 12.038940;
0.346649, 7.376617, 7.304382;
-0.322235, 7.900299, 6.076111;
-0.755463, 7.043365, 8.006592;
-0.519806, 6.198334, 7.268677;
-0.722137, 6.162628, 6.537903;
-0.203217, 7.171906, 6.890198;
-0.212738, 6.924347, 6.818787;
-0.155609, 7.012421, 6.768799;
0.725128, 6.136444, 5.721436;
-3.890411, 7.924103, 1.708130;
-2.790680, 7.164764, 9.334839;
-3.200104, 6.995758, 8.982544;
-1.512421, 6.314972, 7.754272;
-1.029205, 6.407806, 7.908997;
0.351410, 6.129303, 7.202026;
-1.383881, 6.876740, 7.040161;
-1.150604, 6.910065, 6.756897;
-1.107758, 6.764862, 7.859009;
-0.453156, 6.126923, 8.025635;
-0.257965, 6.648224, 7.842346;
-2.607391, 8.502533, 1.396301;
-2.090851, 7.136200, 8.975403;
-3.261993, 6.486359, 10.103699;
-1.519562, 5.986481, 7.892334;
-1.498138, 6.224518, 7.713806;
-0.710236, 6.453033, 6.004700;
-1.424347, 6.850555, 4.712158;
-1.878998, 7.038605, 6.794983;
-1.083954, 6.010284, 8.406494;
-1.048248, 6.488739, 8.108948;
-1.062531, 6.560150, 7.018738;
-1.141083, 6.819611, 7.499573;
-2.302704, 7.324249, 1.636719;
-2.578827, 7.243317, 3.088745;
-2.119415, 6.317352, 8.732605;
-2.526459, 6.364960, 10.170349;
-1.222015, 5.834137, 9.434814;
-0.331757, 6.134064, 7.604309;
-1.088715, 6.831512, 5.090637;
-1.869476, 6.831512, 4.988281;
-2.590729, 6.814850, 6.233215;
-1.686188, 6.698212, 7.213928;
-1.055389, 6.274506, 8.116089;
-0.786407, 6.384003, 8.668335;
-0.277008, 6.662506, 7.178223;
0.308563, 5.650848, 5.183472;
-1.457672, 7.076691, 5.269165;
-3.195343, 7.378998, 7.132996;
-1.886139, 6.379242, 9.634766;
-0.512665, 6.326874, 8.808777;
-1.079193, 6.269745, 6.597412;
-1.426727, 6.664886, 6.349854;
-1.731415, 6.824371, 5.897583;
-1.455292, 6.755341, 6.625977;
-0.745941, 6.817230, 7.911377;
-0.788788, 6.676788, 8.289856;
-0.710236, 6.752960, 7.751892;
-0.788788, 6.783905, 6.787842;
-0.953033, 6.769623, 6.478394;
