-1.837967, 2.529556, 10.065735, 0, ;
-1.726273, 2.652313, 9.704071, 0, ;
-2.416855, 3.071274, 7.352371, 0, ;
-1.834717, 3.361343, 8.702393, 0, ;
-1.660538, 3.524200, 9.222397, 0, ;
-1.957932, 3.455261, 8.462158, 0, ;
-1.492294, 4.638214, 9.137512, 0, ;
-1.583328, 4.936569, 10.466629, 0, ;
-2.062759, 3.317535, 9.367340, 0, ;
-1.671280, 2.385895, 9.317749, 0, ;
-1.529663, 2.993866, 9.460083, 0, ;
-1.442596, 2.473785, 10.686813, 0, ;
-1.617691, 3.181030, 5.025467, 0, ;
-1.475281, 3.176559, 6.271713, 0, ;
-1.539978, 3.211975, 8.522018, 1, ;
-0.644974, 3.669891, 8.680557, 1, ;
-0.622940, 4.451141, 7.930801, 1, ;
-0.472336, 4.684265, 8.658066, 1, ;
-0.333679, 5.021347, 9.476196, 1, ;
-1.071182, 4.952576, 9.862930, 1, ;
-2.274002, 4.471527, 9.081680, 1, ;
-2.158859, 2.630280, 11.288696, 1, ;
-2.825668, 2.828674, 7.954742, 1, ;
-1.827301, 2.855850, 8.635422, 1, ;
-1.293976, 3.109619, 8.223679, 1, ;
-0.864227, 4.273682, 6.942947, 1, ;
-1.065170, 4.610321, 7.397339, 1, ;
-0.886368, 5.043198, 9.413513, 1, ;
-1.593491, 5.260529, 8.279114, 1, ;
0.095840, 4.990463, 9.823074, 1, ;
0.906021, 4.424072, 8.832138, 1, ;
1.268738, 3.687988, 9.132050, 1, ;
1.397598, 2.361176, 9.162766, 1, ;
-0.419846, 2.234360, 8.554611, 1, ;
-0.109619, 2.705536, 8.368759, 1, ;
-1.755188, 2.114777, 8.953445, 1, ;
-0.014236, 5.038956, 6.181870, 1, ;
-0.661987, 3.719543, 8.894867, 1, ;
-0.659470, 4.278320, 9.214218, 1, ;
-0.843918, 4.312286, 10.286072, 1, ;
-0.499802, 4.877899, 9.937866, 1, ;
-0.656128, 3.110947, 11.258423, 1, ;
-2.058411, 3.044205, 8.555634, 1, ;
-0.588516, 3.686264, 8.898987, 1, ;
0.193390, 2.961136, 9.804886, 1, ;
