-0.881622, 5.700836, 9.165833, 0;
-1.507660, 6.205475, 8.832581, 0;
-1.260101, 5.474701, 8.044678, 0;
0.375214, 5.350922, 7.749512, 0;
-0.484100, 5.281891, 8.149414, 0;
-1.091095, 5.586578, 8.589783, 0;
-0.805450, 5.912689, 8.630249, 0;
-0.381744, 5.700836, 7.887573, 0;
0.182404, 5.496124, 7.494812, 0;
-0.560272, 5.605621, 7.506714, 0;
-0.767365, 5.627045, 7.649536, 0;
-0.624542, 5.743683, 7.985168, 0;
-0.498383, 5.791290, 8.185120, 0;
0.011017, 5.707977, 7.970886, 0;
0.158600, 5.629425, 7.532898, 0;
0.163361, 5.415192, 7.880432, 0;
-0.288910, 5.512787, 8.175598, 0;
-0.405548, 5.541351, 8.351746, 0;
0.177643, 5.598480, 8.182739, 0;
-0.100861, 5.619904, 8.006592, 0;
-0.422211, 5.741302, 7.773315, 0;
-0.669769, 5.843658, 7.392456, 0;
-0.629303, 5.836517, 7.487671, 0;
-0.491241, 5.807953, 7.906616, 0;
-0.774506, 5.853180, 7.901855, 0;
-0.812592, 5.919830, 7.497192, 0;
-0.638824, 5.936493, 7.528137, 0;
-0.388885, 5.807953, 7.718567, 0;
-0.657867, 5.948395, 7.820923, 0;
-0.400787, 5.955536, 7.780457, 0;
-0.269867, 6.026947, 7.968506, 0;
-0.079437, 5.888885, 7.794739, 0;
-0.481720, 5.850800, 7.899475, 0;
-0.522186, 5.807953, 7.832825, 0;
-0.398407, 5.979340, 7.661438, 0;
-0.281769, 5.915070, 7.563843, 0;
-0.326996, 5.881744, 7.506714, 0;
-0.460297, 5.924591, 7.570984, 0;
-0.622162, 5.898407, 7.609070, 0;
-0.469818, 5.941254, 7.632874, 0;
-0.431732, 5.915070, 7.892334, 0;
-0.112762, 5.934113, 7.704285, 0;
-0.560272, 6.007904, 7.811401, 0;
-0.603119, 5.862701, 7.801880, 0;
-0.326996, 5.903168, 7.528137, 0;
-0.417450, 5.957916, 7.970886, 0;
-0.519806, 5.919830, 7.925659, 0;
-0.484100, 5.881744, 7.609070, 0;
-0.446014, 5.938873, 7.787598, 0;
-0.348419, 5.960297, 7.809021, 0;
-0.419830, 5.881744, 7.644775, 0;
-0.557892, 5.876984, 7.582886, 0;
-0.548370, 5.898407, 7.704285, 0;
-0.365082, 5.900787, 7.963745, 0;
-0.400787, 5.846039, 7.897095, 0;
-0.586456, 5.907928, 7.713806, 0;
-0.438873, 5.865082, 7.811401, 0;
-0.288910, 5.838898, 7.816162, 0;
-0.424591, 5.922211, 8.047058, 0;
-0.386505, 5.886505, 7.930420, 0;
-0.260345, 5.817474, 7.735229, 0;
-0.376984, 5.905548, 7.880432, 0;
-0.491241, 5.872223, 7.966125, 0;
-0.443634, 5.791290, 8.104187, 0;
-0.393646, 5.860321, 8.308899, 0;
-0.103241, 5.929352, 7.356750, 0;
-0.993500, 6.060272, 6.971130, 0;
-0.781647, 6.012665, 7.392456, 0;
-0.626923, 5.986481, 7.789978, 0;
-0.586456, 6.043610, 7.928040, 0;
-0.907806, 6.279266, 7.487671, 0;
-0.931610, 6.374481, 7.016357, 0;
-0.979218, 6.193573, 6.821167, 0;
-1.088715, 6.374481, 6.852112, 0;
-1.305328, 6.272125, 7.323425, 0;
-0.829254, 6.200714, 7.344849, 0;
-1.022064, 6.362579, 7.373413, 0;
-1.045868, 6.248322, 7.261536, 0;
-0.929230, 6.184052, 7.504333, 0;
-1.110138, 6.214996, 7.680481, 0;
-0.969696, 6.095978, 8.085144, 0;
-0.695953, 6.207855, 8.268433, 0;
-0.848297, 6.126923, 7.961365, 0;
-0.914948, 6.169769, 7.642395, 0;
-0.957794, 6.176910, 7.299622, 0;
-0.898285, 6.034088, 7.287720, 0;
-0.869720, 6.172150, 7.304382, 0;
-0.812592, 5.979340, 7.366272, 0;
-0.755463, 6.050751, 7.397217, 0;
-0.972076, 5.972198, 7.625732, 0;
-0.653107, 5.938873, 7.873291, 0;
-0.764984, 5.853180, 7.592407, 0;
-0.660248, 5.938873, 7.623352, 0;
-0.750702, 5.996002, 7.592407, 0;
-0.615021, 5.991241, 7.563843, 0;
-0.474579, 5.938873, 7.999451, 0;
-0.300812, 5.850800, 8.499329, 0;
-0.610260, 5.900787, 8.594543, 0;
-0.298431, 5.950775, 8.639771, 0;
-1.783783, 5.962677, 8.508850, 0;
-0.384125, 6.141205, 7.958984, 0;
-0.869720, 6.174530, 7.416260, 0;
-0.986359, 6.253082, 7.547180, 0;
-1.464813, 6.345917, 7.132996, 0;
-1.029205, 6.300690, 7.318665, 0;
-1.357697, 6.395905, 7.185364, 0;
-1.193451, 6.367340, 7.004456, 0;
-1.162506, 6.505402, 5.683350, 0;
-2.195587, 6.869598, 6.535522, 0;
-1.788544, 6.812469, 7.237732, 0;
-1.341034, 6.572052, 7.285339, 0;
-1.317230, 6.629181, 6.497437, 0;
-1.257721, 6.729156, 6.530762, 0;
-1.686188, 6.612518, 6.844971, 2;
-1.452911, 6.538727, 7.328186, 2;
-1.031586, 6.426849, 7.378174, 2;
-1.229156, 6.398285, 7.663818, 2;
-1.421967, 6.334015, 7.425781, 2;
-1.345795, 6.388763, 7.116333, 2;
-1.329132, 6.274506, 7.232971, 2;
-1.164886, 6.281647, 7.540039, 2;
-1.126801, 6.248322, 7.816162, 2;
-0.922089, 6.136444, 7.763794, 2;
-1.074432, 6.191193, 7.054443, 2;
-1.245819, 6.193573, 6.706909, 2;
-1.250580, 6.153107, 7.216309, 2;
-0.943512, 5.967438, 8.230347, 2;
-0.541229, 5.817474, 8.277954, 2;
-0.800690, 6.003143, 7.778076, 2;
-0.945892, 5.969818, 7.535278, 2;
-0.884003, 5.926971, 7.642395, 2;
-0.674530, 5.815094, 8.127991, 2;
-0.781647, 5.867462, 8.158936, 2;
-0.638824, 5.946014, 7.935181, 2;
-0.569794, 5.898407, 7.756653, 2;
-0.655487, 5.898407, 7.759033, 2;
-0.774506, 5.831757, 7.687622, 2;
-0.803070, 5.800812, 7.830444, 2;
-0.729279, 5.696075, 8.092285, 2;
-0.722137, 5.850800, 7.687622, 2;
-0.695953, 5.757965, 7.575745, 2;
-0.757843, 5.862701, 7.682861, 2;
-0.762604, 5.796051, 7.870911, 2;
-0.817352, 5.886505, 7.666199, 2;
-0.719757, 5.710358, 7.673340, 2;
-0.588837, 5.843658, 7.863770, 2;
-0.738800, 5.843658, 8.113708, 2;
-0.762604, 5.843658, 7.742371, 2;
-0.845917, 5.929352, 7.780457, 2;
-0.750702, 5.848419, 7.832825, 2;
-0.519806, 5.774628, 7.961365, 2;
-0.707855, 5.834137, 7.816162, 2;
-0.795929, 5.760345, 7.873291, 2;
-0.624542, 5.793671, 7.706665, 2;
-0.638824, 5.788910, 7.770935, 2;
-0.595978, 5.805573, 7.770935, 2;
-0.745941, 5.798431, 7.656677, 2;
-0.841156, 5.746063, 7.735229, 2;
-0.774506, 5.829376, 7.663818, 2;
-0.536469, 5.850800, 7.763794, 2;
-0.524567, 5.869843, 7.935181, 2;
-0.572174, 5.819855, 8.037537, 2;
-0.703094, 5.660370, 7.942322, 2;
-0.679291, 5.781769, 7.809021, 2;
-0.617401, 5.841278, 7.668579, 2;
-0.734039, 5.865082, 7.668579, 2;
-0.550751, 5.805573, 7.747131, 2;
-0.605499, 5.736542, 7.730469, 2;
-0.736420, 5.738922, 7.723328, 2;
-0.703094, 5.779388, 7.782837, 2;
-0.772125, 5.762726, 8.151794, 2;
-0.581696, 5.822235, 8.061340, 2;
-0.650726, 5.772247, 7.894714, 2;
-0.574554, 5.798431, 7.897095, 2;
-0.553131, 5.819855, 7.906616, 2;
-0.529327, 5.753204, 7.887573, 2;
-0.719757, 5.648468, 8.058960, 2;
-0.660248, 5.727020, 7.925659, 2;
-0.769745, 5.672272, 7.661438, 2;
-0.519806, 5.684174, 7.868530, 2;
-0.786407, 5.674652, 7.870911, 2;
-0.812592, 5.610382, 7.839966, 2;
-0.767365, 5.538971, 7.744751, 2;
-0.381744, 5.665131, 8.308899, 2;
-0.493622, 5.636566, 8.273193, 2;
-0.779266, 5.638947, 7.963745, 2;
-0.757843, 5.569916, 7.725708, 2;
-0.643585, 5.584198, 7.966125, 2;
-0.638824, 5.579437, 7.975647, 2;
-0.686432, 5.638947, 7.992310, 2;
-0.515045, 5.679413, 8.035156, 2;
-0.565033, 5.707977, 7.792358, 2;
-0.624542, 5.572296, 7.935181, 2;
-0.710236, 5.619904, 7.887573, 2;
-0.700714, 5.679413, 7.887573, 2;
-0.588837, 5.669891, 7.768555, 2;
-0.710236, 5.684174, 7.751892, 2;
-0.572174, 5.662750, 7.856628, 2;
-0.584076, 5.667511, 7.892334, 2;
-0.662628, 5.655609, 7.935181, 2;
-0.660248, 5.646088, 7.875671, 2;
-0.667389, 5.674652, 7.687622, 2;
-0.764984, 5.724640, 7.918518, 2;
-0.634064, 5.712738, 8.061340, 2;
-0.636444, 5.760345, 7.989929, 2;
-0.519806, 5.672272, 7.806641, 2;
-0.829254, 5.757965, 7.825684, 2;
-0.810211, 5.648468, 7.747131, 2;
-0.717377, 5.757965, 7.673340, 2;
-0.757843, 5.727020, 7.966125, 2;
-0.634064, 5.681793, 8.061340, 2;
-0.645966, 5.696075, 7.942322, 2;
-0.717377, 5.769867, 7.908997, 2;
-0.788788, 5.727020, 7.949463, 2;
-0.653107, 5.748444, 7.908997, 2;
-0.648346, 5.707977, 7.887573, 2;
-0.724518, 5.648468, 7.856628, 2;
-0.705475, 5.672272, 7.899475, 2;
-0.805450, 5.691315, 7.837585, 2;
-0.700714, 5.686554, 7.954224, 2;
-0.650726, 5.727020, 7.916138, 2;
-0.743561, 5.712738, 7.885193, 2;
-0.731659, 5.641327, 7.804260, 2;
-0.757843, 5.698456, 7.761414, 2;
-0.774506, 5.715118, 7.754272, 2;
-0.653107, 5.743683, 7.947083, 2;
-0.674530, 5.722260, 7.951843, 2;
-0.681671, 5.705597, 8.018494, 2;
-0.772125, 5.693695, 7.897095, 2;
-0.841156, 5.719879, 7.711426, 2;
-0.705475, 5.712738, 7.901855, 2;
-0.695953, 5.650848, 7.982788, 2;
-0.674530, 5.698456, 7.870911, 2;
-0.862579, 5.688934, 7.901855, 2;
-0.760223, 5.667511, 7.823303, 2;
-0.753082, 5.715118, 7.859009, 2;
-0.853058, 5.798431, 7.970886, 2;
-0.669769, 5.731781, 7.930420, 2;
-0.655487, 5.727020, 7.823303, 2;
-0.831635, 5.717499, 7.854248, 2;
-0.838776, 5.710358, 7.899475, 2;
-0.669769, 5.717499, 7.856628, 2;
-0.714996, 5.686554, 7.908997, 2;
-0.717377, 5.619904, 7.823303, 2;
-0.791168, 5.736542, 7.873291, 2;
-0.772125, 5.657990, 7.892334, 2;
